Freq.	V(vpwrout)	V(vpztin)	I(Pwrout)	I(Pztin)
2.39883291901946e+007	(-4.36469942915746e+001dB,-9.07090155262961e+001°)	(6.98108233947694e+001dB,8.47335956603928e+001°)	(-1.43646993332755e+002dB,-9.07090208819132e+001°)	(3.45900936751836e+001dB,-2.12888898568697e-001°)
2.45470891568500e+007	(-4.32073851041170e+001dB,9.50604153143463e+001°)	(7.12139559184491e+001dB,-8.88742299599901e+001°)	(-1.43207386157046e+002dB,9.50604350953212e+001°)	(3.52299079851285e+001dB,-1.74454701862544e+002°)
2.51188643150955e+007	(-4.20736782599676e+001dB,9.53517421065097e+001°)	(7.32547787091773e+001dB,-8.80649143803784e+001°)	(-1.42073676162619e+002dB,9.53517620262561e+001°)	(3.65638106899034e+001dB,-1.74174367273938e+002°)
2.57039578276884e+007	(-4.74525352258299e+001dB,9.32281484238931e+001°)	(6.87348437805374e+001dB,-8.97528142106337e+001°)	(-1.47452536697931e+002dB,9.32281520381141e+001°)	(3.13851407415611e+001dB,-1.76308707004687e+002°)
2.63026799189535e+007	(-4.90476098174814e+001dB,9.36075983077269e+001°)	(6.79571008088848e+001dB,-8.90033952715520e+001°)	(-1.49047611728193e+002dB,9.36076078852502e+001°)	(2.99902447241362e+001dB,-1.75939762355825e+002°)
2.69153480392689e+007	(-4.90076967877980e+001dB,9.19292144328721e+001°)	(6.87781376271359e+001dB,-9.03650521936239e+001°)	(-1.49007696176858e+002dB,9.19292082593074e+001°)	(3.02303282664732e+001dB,-1.77628415892246e+002°)
2.75422870333814e+007	(-3.21651459304993e+001dB,7.23015035482571e+001°)	(8.63700459429871e+001dB,-1.09719702194929e+002°)	(-1.32165146545914e+002dB,7.23015054552669e+001°)	(4.72730419392948e+001dB,1.62733833996773e+002°)
2.81838293126442e+007	(-3.72653922868293e+001dB,8.14818502104110e+001°)	(8.19910960308707e+001dB,-1.00302496322933e+002°)	(-1.37265392768590e+002dB,8.14818365824911e+001°)	(4.23729510493012e+001dB,1.71904366830068e+002°)
2.88403150312657e+007	(-6.65563134087850e+001dB,-8.42132615679125e+001°)	(5.33965320110674e+001dB,9.42089505211729e+001°)	(-1.66556312725142e+002dB,-8.42132542065798e+001°)	(1.32821783766853e+001dB,6.19966168209906e+000°)
2.95120922666635e+007	(-7.04254809990939e+001dB,-8.35690001902209e+001°)	(5.02014355101758e+001dB,9.50341940510985e+001°)	(-1.70425481529925e+002dB,-8.35689932047168e+001°)	(9.61315253586753e+000dB,6.83454530929775e+000°)
3.01995172040198e+007	(-9.04726280404686e+001dB,-9.95420391066594e+001°)	(3.08083469005255e+001dB,7.92203854133772e+001°)	(-1.90472625785904e+002dB,-9.95420163951599e+001°)	(-1.02338591530798e+001dB,-9.14766048153802e+000°)
3.09029543251356e+007	(-7.80481884592507e+001dB,9.26384659556948e+001°)	(4.38687942296253e+001dB,-8.84585033545098e+001°)	(-1.78048189828721e+002dB,9.26384786337020e+001°)	(2.39070967257435e+000dB,-1.76976116064810e+002°)
3.16227766016834e+007	(-4.67910161208927e+001dB,-9.84482062261870e+001°)	(7.57456280908406e+001dB,8.05793878361801e+001°)	(-1.46791014561396e+002dB,-9.84482043928102e+001°)	(3.38480054233576e+001dB,-8.07154721645389e+000°)
3.23593656929625e+007	(-6.03292099891333e+001dB,-9.56109900351896e+001°)	(6.28122392197186e+001dB,8.35272726065622e+001°)	(-1.60329210149660e+002dB,-9.56109989328597e+001°)	(2.05099293990122e+001dB,-5.24289277918771e+000°)
3.31131121482587e+007	(-5.69759125448124e+001dB,9.10870537149781e+001°)	(6.67567943471038e+001dB,-8.96761089367669e+001°)	(-1.56975913522772e+002dB,9.10870377042001e+001°)	(2.40633393702459e+001dB,-1.78553217934859e+002°)
3.38844156139199e+007	(-5.85559436023079e+001dB,9.09970933761532e+001°)	(6.57556301047365e+001dB,-8.96780681249486e+001°)	(-1.58555943211684e+002dB,9.09970890816373e+001°)	(2.26834157628364e+001dB,-1.78651358609474e+002°)
3.46736850452528e+007	(-5.69529350329632e+001dB,8.97497871290058e+001°)	(6.79261409146783e+001dB,-9.08466552534635e+001°)	(-1.56952933780645e+002dB,8.97497780528960e+001°)	(2.44865269347194e+001dB,-1.79906660811326e+002°)
3.54813389233572e+007	(-5.63366304652995e+001dB,8.90277317914918e+001°)	(6.90994978784302e+001dB,-9.14981699959271e+001°)	(-1.56336632021186e+002dB,8.90277454263653e+001°)	(2.53029294762703e+001dB,1.79363468176022e+002°)
3.63078054770097e+007	(-7.29628894750713e+001dB,-8.54484081825641e+001°)	(5.30206599794508e+001dB,9.40889999831930e+001°)	(-1.72962889079527e+002dB,-8.54483995531074e+001°)	(8.87676402071856e+000dB,4.87968879087485e+000°)
3.71535229097168e+007	(-8.68244151879582e+001dB,-8.31090320588132e+001°)	(3.96976593121233e+001dB,9.64852736170674e+001°)	(-1.86824416045840e+002dB,-8.31089981477084e+001°)	(-4.78467235809384e+000dB,7.21159783661322e+000°)
3.80189396320557e+007	(-7.69707440723294e+001dB,-9.45038517254953e+001°)	(5.00816220532400e+001dB,8.51416484785965e+001°)	(-1.76970745854680e+002dB,-9.45038566202911e+001°)	(5.26908406195166e+000dB,-4.19052042287689e+000°)
3.89045144994276e+007	(-6.59379673757625e+001dB,-9.42015959867631e+001°)	(6.16370561086670e+001dB,8.54900135208454e+001°)	(-1.65937965456760e+002dB,-9.42015816257727e+001°)	(1.65019422151414e+001dB,-3.89539855798459e+000°)
3.98107170553493e+007	(-8.54407814505455e+001dB,9.89857397952203e+001°)	(4.26498084948529e+001dB,-8.12810866174265e+001°)	(-1.85440781397397e+002dB,9.89857356669081e+001°)	(-2.80079407718157e+000dB,-1.70715035616927e+002°)
4.07380277804108e+007	(-6.39844321786252e+001dB,9.04202661842434e+001°)	(6.46151274871541e+001dB,-8.98090676340263e+001°)	(-1.63984431720606e+002dB,9.04202527001286e+001°)	(1.88556294688074e+001dB,-1.79287324643241e+002°)
4.16869383470331e+007	(-6.47985678010244e+001dB,9.00618368754152e+001°)	(6.43038154241049e+001dB,-9.01336588294815e+001°)	(-1.64798568230214e+002dB,9.00618499088445e+001°)	(1.82415647703540e+001dB,-1.79652415471855e+002°)
4.26579518801588e+007	(-7.58021124174456e+001dB,-8.31350595262806e+001°)	(5.37973600584371e+001dB,9.66999966152399e+001°)	(-1.75802113939447e+002dB,-8.31350586345803e+001°)	(7.43808787886068e+000dB,7.14417704801865e+000°)
4.36515832240161e+007	(-7.20096612839815e+001dB,-8.56999524345538e+001°)	(5.80815434539138e+001dB,9.41626953677915e+001°)	(-1.72009662936309e+002dB,-8.56999393428046e+001°)	(1.14306036825019e+001dB,4.57292012289270e+000°)
4.46683592150958e+007	(-9.34111216486779e+001dB,-8.31522842058237e+001°)	(3.71668047918709e+001dB,9.67352846280317e+001°)	(-1.93411120704665e+002dB,-8.31522753495487e+001°)	(-9.77079492902969e+000dB,7.11436808956700e+000°)
4.57088189614870e+007	(-6.45847951870777e+001dB,9.38245925306213e+001°)	(6.64751611103975e+001dB,-8.62653304567247e+001°)	(-1.64584792457448e+002dB,9.38246069426710e+001°)	(1.92555905002289e+001dB,-1.75914834916436e+002°)
4.67735141287193e+007	(-4.94862570825816e+001dB,1.09376157480290e+002°)	(8.20513310015080e+001dB,-7.06934401503978e+001°)	(-1.49486257140136e+002dB,1.09376150243444e+002°)	(3.45541849124327e+001dB,-1.60369212354599e+002°)
4.78630092322633e+007	(-6.72901336779226e+001dB,9.07754000770105e+001°)	(6.47209593982142e+001dB,-8.92758492915671e+001°)	(-1.67290134311150e+002dB,9.07754023122923e+001°)	(1.69503620847237e+001dB,-1.78975777887267e+002°)
4.89778819368441e+007	(-6.98761073105283e+001dB,9.01435953215279e+001°)	(6.26046148872307e+001dB,-8.98910985042309e+001°)	(-1.69876105371232e+002dB,9.01435903113763e+001°)	(1.45644397941258e+001dB,-1.79613259542411e+002°)
5.01187233627267e+007	(-6.78729756424448e+001dB,-8.27120109494522e+001°)	(6.50737322772436e+001dB,9.72682236094310e+001°)	(-1.67872975844996e+002dB,-8.27119947063587e+001°)	(1.67676204878665e+001dB,7.52558555406749e+000°)
5.12861383991359e+007	(-8.23676532298941e+001dB,-8.59422823012735e+001°)	(5.10416127118093e+001dB,9.40514024222777e+001°)	(-1.82367653905863e+002dB,-8.59422826896034e+001°)	(2.47298971405360e+000dB,4.28989093899293e+000°)
5.24807460249767e+007	(-1.43354576253789e+002dB,-5.24863377799618e+000°)	(-9.48597956561471e+000dB,1.74757157103667e+002°)	(-2.43354574565029e+002dB,-5.24863767033563e+000°)	(-5.83138886086155e+001dB,8.49782387339401e+001°)
5.37031796370247e+007	(-8.40600047347095e+001dB,-9.41483733752765e+001°)	(5.02648819064159e+001dB,8.58683007961273e+001°)	(-1.84060003163781e+002dB,-9.41483553234845e+001°)	(1.18072559438278e+000dB,-3.92668182894321e+000°)
5.49540873857618e+007	(-5.47973959839300e+001dB,1.09514786702079e+002°)	(7.99809135476702e+001dB,-7.04587692042551e+001°)	(-1.54797394086760e+002dB,1.09514798690854e+002°)	(3.06433751025750e+001dB,-1.60268585665767e+002°)
5.62341325190343e+007	(-7.39819675126155e+001dB,8.66329871974364e+001°)	(6.12470598944638e+001dB,-9.33318130333583e+001°)	(-1.73981966936541e+002dB,8.66329571935977e+001°)	(1.16588424914889e+001dB,1.76844665315168e+002°)
5.75439937337150e+007	(-5.57102646401489e+001dB,6.98332229935517e+001°)	(7.99669269500076e+001dB,-1.10123745965650e+002°)	(-1.55710266313655e+002dB,6.98332542097746e+001°)	(3.01305825245119e+001dB,1.60040063403344e+002°)
5.88843655355582e+007	(-9.14620092344787e+001dB,-8.55033317782080e+001°)	(4.46609343070689e+001dB,9.45466876638900e+001°)	(-1.91462009855892e+002dB,-8.55033732406641e+001°)	(-5.42112658727968e+000dB,4.69878019403420e+000°)
6.02559586074351e+007	(-1.07145653809959e+002dB,-9.85727907342469e+001°)	(2.94207618287468e+001dB,8.14834483172203e+001°)	(-2.07145655761661e+002dB,-9.85727826676722e+001°)	(-2.09047372827908e+001dB,-8.37530040928553e+000°)
6.16595001861475e+007	(-6.36233043795500e+001dB,-1.02839792481914e+002°)	(7.33844275002453e+001dB,7.72219647643494e+001°)	(-1.63623304491023e+002dB,-1.02839781514796e+002°)	(2.28176444970514e+001dB,-1.26468194392869e+001°)
6.30957344480186e+007	(-7.62377791037591e+001dB,9.02803114235156e+001°)	(6.12092294177294e+001dB,-8.96530532057500e+001°)	(-1.76237777855688e+002dB,9.02803181996602e+001°)	(1.04032006605135e+001dB,-1.79531130822933e+002°)
6.45654229034648e+007	(-7.61264852637986e+001dB,8.93309208511813e+001°)	(6.17578693941413e+001dB,-9.05981498200985e+001°)	(-1.76126485531689e+002dB,8.93308954236085e+001°)	(1.07145239920423e+001dB,1.79515162989722e+002°)
6.60693448007588e+007	(-8.04010603410481e+001dB,-8.54776149651561e+001°)	(5.79188124063180e+001dB,9.45970751455814e+001°)	(-1.80401059390983e+002dB,-8.54776259954792e+001°)	(6.63997707294446e+000dB,4.70240896461908e+000°)
6.76082975391974e+007	(-1.25769642683557e+002dB,-1.09575639480265e+002°)	(1.29840164082856e+001dB,7.05023247833958e+001°)	(-2.25769637888017e+002dB,-1.09575652699046e+002°)	(-3.85285783849824e+001dB,-1.93997385705592e+001°)
6.91830970918928e+007	(-6.35749652347562e+001dB,-1.07568654492104e+002°)	(7.56108390404874e+001dB,7.25121398179541e+001°)	(-1.63574966144923e+002dB,-1.07568667092507e+002°)	(2.38661247319651e+001dB,-1.73967835821301e+001°)
7.07945784384130e+007	(-7.99219873546375e+001dB,9.00551738621794e+001°)	(5.96944062090176e+001dB,-8.98616070145517e+001°)	(-1.79921987288656e+002dB,9.00551494350735e+001°)	(7.71912711834202e+000dB,-1.79776894327472e+002°)
7.24435960074982e+007	(-7.38856250558426e+001dB,8.68565523969461e+001°)	(6.61598822162258e+001dB,-9.30581733395651e+001°)	(-1.73885625733799e+002dB,8.68565777382036e+001°)	(1.39555128135789e+001dB,1.77020633934631e+002°)
7.41310241300909e+007	(-1.00049461452562e+002dB,8.97720934892048e+001°)	(4.04237596481652e+001dB,-9.01409142313723e+001°)	(-2.00049464385476e+002dB,8.97720906724202e+001°)	(-1.20083012468041e+001dB,1.79932411554105e+002°)
7.58577575029175e+007	(-9.94534179193887e+001dB,8.98712729806209e+001°)	(4.14461885247162e+001dB,-9.00403240399063e+001°)	(-1.99453416889952e+002dB,8.98712485587040e+001°)	(-1.12122363899441e+001dB,-1.79972087609413e+002°)
7.76247116628683e+007	(-7.79500189302242e+001dB,9.17879699627310e+001°)	(6.33747117449276e+001dB,-8.81224963613567e+001°)	(-1.77950020147259e+002dB,9.17879654564231e+001°)	(1.04911829555575e+001dB,-1.78058986402336e+002°)
7.94328234724272e+007	(-8.23992063752616e+001dB,8.95144112865270e+001°)	(5.93494510319026e+001dB,-9.03951793084062e+001°)	(-1.82399205533586e+002dB,8.95144634782160e+001°)	(6.24201494275054e+000dB,1.79663940131481e+002°)
8.12830516164090e+007	(-9.49734774434927e+001dB,-8.60338018713670e+001°)	(4.71979692918689e+001dB,9.40572512547685e+001°)	(-1.94973479170052e+002dB,-8.60338297428537e+001°)	(-6.13223757607955e+000dB,4.11229131597755e+000°)
8.31763771102661e+007	(-7.29437072690437e+001dB,-1.09668380006188e+002°)	(6.96494481909952e+001dB,7.04231058947845e+001°)	(-1.72943707043066e+002dB,-1.09668391570165e+002°)	(1.60975503043406e+001dB,-1.95256451555399e+001°)
8.51138038202366e+007	(-8.01877066336101e+001dB,9.19083807421341e+001°)	(6.28261306593480e+001dB,-8.79998922010039e+001°)	(-1.80187705048225e+002dB,9.19083317131621e+001°)	(9.05356783992156e+000dB,-1.77952167194135e+002°)
8.70963589956070e+007	(-8.41086775834490e+001dB,8.92527528672085e+001°)	(5.93248654650236e+001dB,-9.06554527987191e+001°)	(-1.84108677077626e+002dB,8.92527288021185e+001°)	(5.33261302029874e+000dB,1.79388995962093e+002°)
8.91250938133735e+007	(-1.05687602849039e+002dB,8.96168018307992e+001°)	(3.81647179716816e+001dB,-9.02914941494173e+001°)	(-2.05687601634934e+002dB,8.96167690994110e+001°)	(-1.60462968507510e+001dB,1.79749908081754e+002°)
9.12010839355899e+007	(-9.87332959751959e+001dB,-9.42162936235192e+001°)	(4.55369201728969e+001dB,8.58751774462525e+001°)	(-1.98733296014220e+002dB,-9.42162482282675e+001°)	(-8.89197528535098e+000dB,-4.08625374703928e+000°)
9.33254300796980e+007	(-8.74493069401908e+001dB,9.00182881506324e+001°)	(5.72379652258579e+001dB,-8.98906026302697e+001°)	(-1.87449309035132e+002dB,9.00182960842746e+001°)	(2.59202776942427e+000dB,-1.79854669496511e+002°)
9.54992586021424e+007	(-8.41371498392524e+001dB,8.82216331708232e+001°)	(6.09663799100160e+001dB,-9.16877357462802e+001°)	(-1.84137150097583e+002dB,8.82216803874625e+001°)	(6.10419824811593e+000dB,1.78345745268334e+002°)
9.77237220955799e+007	(-1.22846900061843e+002dB,-9.97669242748879e+001°)	(2.26721275821647e+001dB,8.03231239733511e+001°)	(-2.22846897156706e+002dB,-9.97669018076836e+001°)	(-3.24055392103334e+001dB,-9.64567671179240e+000°)
9.99999999999988e+007	(-7.93077478258459e+001dB,9.56028997725336e+001°)	(6.66260547656150e+001dB,-8.43077288695212e+001°)	(-1.79307748339209e+002dB,9.56028414222938e+001°)	(1.13336252032944e+001dB,-1.74278652990766e+002°)
1.02329299228074e+008	(-8.61425200862856e+001dB,8.83976644101722e+001°)	(6.02053693565611e+001dB,-9.15137254027125e+001°)	(-1.86142519350570e+002dB,8.83976657811204e+001°)	(4.69886455982970e+000dB,1.78513374049249e+002°)
1.04712854805089e+008	(-1.19923735042793e+002dB,-8.24234839061104e+001°)	(2.68375862240817e+001dB,9.76642898069649e+001°)	(-2.19923735964891e+002dB,-8.24234743682481e+001°)	(-2.88823393156949e+001dB,7.68954941777196e+000°)
1.07151930523759e+008	(-9.19642267491365e+001dB,9.02426263871846e+001°)	(5.52099027010459e+001dB,-8.96705034334590e+001°)	(-1.91964225746972e+002dB,9.02426670443575e+001°)	(-7.22820453522887e-001dB,-1.79646956735880e+002°)
1.09647819614317e+008	(-8.99294200457129e+001dB,8.91452228673674e+001°)	(5.76569237455730e+001dB,-9.07688699783701e+001°)	(-1.89929420634981e+002dB,8.91451902494093e+001°)	(1.51199632838556e+000dB,1.79253081782861e+002°)
1.12201845430195e+008	(-1.21011397124003e+002dB,-8.26805880624860e+001°)	(2.69865954645268e+001dB,9.74043035220394e+001°)	(-2.21011397962067e+002dB,-8.26806500819027e+001°)	(-2.93699711400557e+001dB,7.42477002505364e+000°)
1.14815362149687e+008	(-1.22070693165192e+002dB,1.13573945193852e+002°)	(2.63384095573031e+001dB,-6.63422249616567e+001°)	(-2.22070692832381e+002dB,1.13573943520350e+002°)	(-3.02292580196298e+001dB,-1.56323141735064e+002°)
1.17489755493952e+008	(-8.42793363843076e+001dB,8.49128697135426e+001°)	(6.45403633489474e+001dB,-9.50044025052088e+001°)	(-1.84279337314091e+002dB,8.49128739129700e+001°)	(7.76210749408090e+000dB,1.75013392287031e+002°)
1.20226443461740e+008	(-1.28134090301364e+002dB,-9.96485630788558e+001°)	(2.10957175915175e+001dB,8.04330276771901e+001°)	(-2.28134088365628e+002dB,-9.96486569685096e+001°)	(-3.58926381003982e+001dB,-9.55037774806558e+000°)
1.23026877081237e+008	(-9.39672232662265e+001dB,9.03588160176293e+001°)	(5.56722270072844e+001dB,-8.95607603000235e+001°)	(-1.93967224270995e+002dB,9.03587745245653e+001°)	(-1.52576313526769e+000dB,-1.79545283875313e+002°)
1.25892541179415e+008	(-8.81415368248728e+001dB,-8.19995918397531e+001°)	(6.19071119864402e+001dB,9.80796392210467e+001°)	(-1.88141535951592e+002dB,-8.19996237590089e+001°)	(4.49993086032865e+000dB,8.09407385399195e+000°)
1.28824955169312e+008	(-1.02613563820626e+002dB,-9.42238160244007e+001°)	(4.78438605460020e+001dB,8.58542009869931e+001°)	(-2.02613564270521e+002dB,-9.42238464697856e+001°)	(-9.77208894089728e+000dB,-4.13233511533159e+000°)
1.31825673855639e+008	(-9.62712570933360e+001dB,8.96547844009303e+001°)	(5.45945396872124e+001dB,-9.02684302960178e+001°)	(-1.96271255634720e+002dB,8.96548117714758e+001°)	(-3.22977536352518e+000dB,1.79744128998326e+002°)
1.34896288259164e+008	(-1.45038102254990e+002dB,-6.97362604113892e+001°)	(6.23568267319943e+000dB,1.10339278969478e+002°)	(-2.45038105897997e+002dB,-6.97362935838401e+001°)	(-5.17966140050012e+001dB,2.03509952172533e+001°)
1.38038426460287e+008	(-9.70546863983351e+001dB,9.03495109561880e+001°)	(5.46267203705259e+001dB,-8.95762066526232e+001°)	(-1.97054685973887e+002dB,9.03495370254915e+001°)	(-3.61319194423223e+000dB,-1.79565276146124e+002°)
1.41253754462274e+008	(-1.08381738886166e+002dB,-8.60356951890804e+001°)	(4.37069405071907e+001dB,9.40373220156564e+001°)	(-2.08381739294439e+002dB,-8.60356441840226e+001°)	(-1.47402385308445e+001dB,4.04752013472149e+000°)
1.44543977074591e+008	(-9.65466902762761e+001dB,9.10919234901704e+001°)	(5.59489287922731e+001dB,-8.88363300719221e+001°)	(-1.96546691168700e+002dB,9.10919421180246e+001°)	(-2.70518431010547e+000dB,-1.78826814659748e+002°)
1.47910838816819e+008	(-9.84490292363142e+001dB,8.91467769943629e+001°)	(5.44532120431505e+001dB,-9.07827505332161e+001°)	(-1.98449028508750e+002dB,8.91466573093240e+001°)	(-4.40751793775313e+000dB,1.79226128437265e+002°)
1.51356124843619e+008	(-1.05595961436749e+002dB,-9.43096286183008e+001°)	(4.77125993322481e+001dB,8.57595688551450e+001°)	(-2.05595960366882e+002dB,-9.43096258085823e+001°)	(-1.13544450729375e+001dB,-4.23214552692230e+000°)
1.54881661891246e+008	(-9.61096622066224e+001dB,8.79558352291325e+001°)	(5.76049293687969e+001dB,-9.19762413645426e+001°)	(-1.96109661701746e+002dB,8.79558536303072e+001°)	(-1.66814103394707e+000dB,1.78031491035974e+002°)
1.58489319246109e+008	(-1.34771068814521e+002dB,-1.04712057536297e+002°)	(1.93492782533004e+001dB,7.53545945157173e+001°)	(-2.34771062397200e+002dB,-1.04712108193501e+002°)	(-4.01295430791606e+001dB,-1.46381889139774e+001°)
1.62181009735891e+008	(-1.00024602320366e+002dB,8.90799268964108e+001°)	(5.45012376592475e+001dB,-9.08546880822465e+001°)	(-2.00024603597434e+002dB,8.90799908659329e+001°)	(-5.18307225881291e+000dB,1.79152047488449e+002°)
1.65958690743754e+008	(-1.42314302695229e+002dB,1.13299820612911e+002°)	(1.26167797449802e+001dB,-6.66360556189132e+001°)	(-2.42314304087962e+002dB,1.13299803611506e+002°)	(-4.72727685347891e+001dB,-1.56629768596165e+002°)
1.69824365246172e+008	(-9.96262775665046e+001dB,8.84616245612993e+001°)	(5.57098084384883e+001dB,-9.14755058371130e+001°)	(-1.99626277869678e+002dB,8.84615821302672e+001°)	(-4.38473952578276e+000dB,1.78530362875425e+002°)
1.73780082874935e+008	(-1.12354664029068e+002dB,-9.41279749349303e+001°)	(4.33861976546267e+001dB,8.59336487621706e+001°)	(-2.12354662924205e+002dB,-9.41279668722367e+001°)	(-1.69131223184288e+001dB,-4.06087265838983e+000°)
1.77827941003890e+008	(-1.06059027686031e+002dB,8.97166298036189e+001°)	(5.00863922812153e+001dB,-9.02229830893006e+001°)	(-2.06059026092784e+002dB,8.97166967024144e+001°)	(-1.04174825080441e+001dB,1.79782131615972e+002°)
1.81970085860996e+008	(-1.00240437552912e+002dB,9.20344195919391e+001°)	(5.63093333003063e+001dB,-8.79064196377191e+001°)	(-2.00240437906728e+002dB,9.20344560044658e+001°)	(-4.39888910278404e+000dB,-1.77901644333475e+002°)
1.86208713666284e+008	(-1.13744189265898e+002dB,-8.59967191426963e+001°)	(4.32097346040297e+001dB,9.40612263783389e+001°)	(-2.13744190251730e+002dB,-8.59967480630524e+001°)	(-1.77026377318840e+001dB,4.06568509195938e+000°)
1.90546071796322e+008	(-1.05558659199721e+002dB,9.03577250837013e+001°)	(5.17992288995583e+001dB,-8.95855328194369e+001°)	(-2.05558657969631e+002dB,9.03577391830152e+001°)	(-9.31710476352511e+000dB,-1.79581369434357e+002°)
1.94984459975802e+008	(-1.80503454731247e+002dB,6.19600271483918e+000°)	(-2.27417825328169e+001dB,-1.73748446138486e+002°)	(-2.80503454600078e+002dB,6.19600356524710e+000°)	(-8.40618975684041e+001dB,9.62554417382056e+001°)
1.99526231496885e+008	(-1.06434708812796e+002dB,8.94202427460591e+001°)	(5.17305756075302e+001dB,-9.05253840164321e+001°)	(-2.06434709267788e+002dB,8.94202836659412e+001°)	(-9.79314909304532e+000dB,1.79478246829037e+002°)
2.04173794466950e+008	(-9.40185856766780e+001dB,-1.04865126635346e+002°)	(6.45501469565123e+001dB,7.51880822257388e+001°)	(-1.94018588170368e+002dB,-1.04865020686275e+002°)	(2.82297643567580e+000dB,-1.48085267337950e+001°)
2.08929613085401e+008	(-1.28636543889031e+002dB,-8.47804482498461e+001°)	(3.03354804499891e+001dB,9.52716101899827e+001°)	(-2.28636545156567e+002dB,-8.47805169446589e+001°)	(-3.15949795432878e+001dB,5.27477748634162e+000°)
2.13796208950220e+008	(-1.09689264513355e+002dB,9.10782503330606e+001°)	(4.96859021777803e+001dB,-8.88708273345000e+001°)	(-2.09689265336580e+002dB,9.10782646630044e+001°)	(-1.24476980886841e+001dB,-1.78867868807006e+002°)
2.18776162394952e+008	(-1.18560472315711e+002dB,-9.41110832869191e+001°)	(4.12176941951354e+001dB,8.59387175521229e+001°)	(-2.18560472377912e+002dB,-9.41109399227026e+001°)	(-2.11189039621476e+001dB,-4.05851872551894e+000°)
2.23872113856831e+008	(-1.26336228070711e+002dB,-8.55903338311378e+001°)	(3.38448022325700e+001dB,9.44583603748186e+001°)	(-2.26336230110659e+002dB,-8.55903321826595e+001°)	(-2.86946579341817e+001dB,4.46094231325654e+000°)
2.29086765276774e+008	(-1.11274447585980e+002dB,8.99273487753432e+001°)	(4.93093166864383e+001dB,-9.00250485945468e+001°)	(-2.11274447975396e+002dB,8.99273790644593e+001°)	(-1.34328758086103e+001dB,1.79977363702902e+002°)
2.34422881531989e+008	(-1.05048169410117e+002dB,9.29995208442013e+001°)	(5.59382049252588e+001dB,-8.69539528926777e+001°)	(-2.05048170388149e+002dB,9.29995232377486e+001°)	(-7.00659613053055e+000dB,-1.76951698911782e+002°)
2.39883291901946e+008	(-1.58129894208748e+002dB,-7.18996517939129e+001°)	(3.25897192723361e+000dB,1.08145813421164e+002°)	(-2.58129896380108e+002dB,-7.18997034052164e+001°)	(-5.98883195623596e+001dB,1.81479196471189e+001°)
2.45470891568500e+008	(-1.09949232608007e+002dB,8.86195049948086e+001°)	(5.18420124496742e+001dB,-9.13360754471610e+001°)	(-2.09949233949180e+002dB,8.86195790839442e+001°)	(-1.15076567273070e+001dB,1.78665892874473e+002°)
2.51188643150955e+008	(-1.13903066362369e+002dB,8.91167491337718e+001°)	(4.82904498734337e+001dB,-9.08398615369917e+001°)	(-2.13903066056206e+002dB,8.91168866099617e+001°)	(-1.52614893772033e+001dB,1.79161978068220e+002°)
2.57039578276883e+008	(-1.11503926405302e+002dB,9.11701479060880e+001°)	(5.10917581639240e+001dB,-8.87874775597694e+001°)	(-2.11503925773846e+002dB,9.11701016534879e+001°)	(-1.26623484431436e+001dB,-1.78785758100848e+002°)
2.63026799189535e+008	(-1.29225164776193e+002dB,-9.48967530716266e+001°)	(3.37725899552823e+001dB,8.51446220775325e+001°)	(-2.29225161738570e+002dB,-9.48968365976904e+001°)	(-3.01835859624103e+001dB,-4.85377061559931e+000°)
2.69153480392688e+008	(-1.31838610534719e+002dB,9.01987939807309e+001°)	(3.15611206465553e+001dB,-8.97608148950489e+001°)	(-2.31838608671141e+002dB,9.01987077144953e+001°)	(-3.25970309928386e+001dB,-1.79759312282888e+002°)
2.75422870333813e+008	(-1.14399288944352e+002dB,8.90830168921410e+001°)	(4.94023292282359e+001dB,-9.08775607227070e+001°)	(-2.14399288760083e+002dB,8.90830725563805e+001°)	(-1.49577087963180e+001dB,1.79123844151537e+002°)
2.81838293126442e+008	(-1.16179287159715e+002dB,8.96812073459778e+001°)	(4.80241326044609e+001dB,-9.02803238181590e+001°)	(-2.16179288800692e+002dB,8.96811263202008e+001°)	(-1.65377065261445e+001dB,1.79720989808252e+002°)
2.88403150312657e+008	(-1.17287171276801e+002dB,8.99955577693136e+001°)	(4.73179685518909e+001dB,-8.99669118703164e+001°)	(-2.17287171250555e+002dB,8.99955780377525e+001°)	(-1.74455902772327e+001dB,-1.79965683436818e+002°)
2.95120922666635e+008	(-1.13108066368083e+002dB,9.18956836402196e+001°)	(5.18987156932472e+001dB,-8.80677095351127e+001°)	(-2.13108066427784e+002dB,9.18954815050071e+001°)	(-1.30664851212308e+001dB,-1.78066560645382e+002°)
3.01995172040197e+008	(-1.14333659581347e+002dB,9.16942829112896e+001°)	(5.10746904067273e+001dB,-8.82700190102493e+001°)	(-2.14333658524609e+002dB,9.16941617317807e+001°)	(-1.40920782053441e+001dB,-1.78268944393528e+002°)
3.09029543251355e+008	(-1.16480672077545e+002dB,-9.58630983115232e+001°)	(4.93291748959924e+001dB,8.41717056452394e+001°)	(-2.16480671514129e+002dB,-9.58630696143955e+001°)	(-1.60390906901907e+001dB,-5.82728909315461e+000°)
3.16227766016834e+008	(-1.30281564031630e+002dB,-9.41004445146909e+001°)	(3.59297121968044e+001dB,8.59334797666780e+001°)	(-2.30281564426371e+002dB,-9.41004057071653e+001°)	(-2.96399827506339e+001dB,-4.06557973801511e+000°)
